# Miller Index 100 200 300
-15616.2943099   0.0005000
-11250.8786197   0.0015000
-10845.0005528   0.0025000
-10386.8600390   0.0035000
-10100.1120846   0.0045000
-9588.6412695   0.0055000
-9461.0515882   0.0065000
-9434.6801850   0.0075000
-9040.0382623   0.0085000
-8960.7117570   0.0095000
-7947.0816929   0.0105000
-7877.2084827   0.0115000
-7721.0033043   0.0125000
-7615.4779694   0.0135000
-7589.5010832   0.0145000
-7562.8930451   0.0155000
-7484.0659203   0.0165000
-7431.5742871   0.0175000
-7430.1004423   0.0185000
-7393.6517478   0.0195000
-7318.1618158   0.0205000
-7312.3771476   0.0215000
-6963.4953447   0.0225000
-6867.1946542   0.0235000
-6745.7223941   0.0245000
-6478.4953181   0.0255000
-6418.2071589   0.0265000
-6368.0537983   0.0275000
-6274.5495572   0.0285000
-6234.7067527   0.0295000
-6165.6545523   0.0305000
-6146.7610423   0.0315000
-5984.8558065   0.0325000
-5916.5343444   0.0335000
-5781.2424750   0.0345000
-5760.2922775   0.0355000
-5736.8809827   0.0365000
-5593.2284011   0.0375000
-5507.4620406   0.0385000
-5407.3324670   0.0395000
-5326.2269648   0.0405000
-5256.2324897   0.0415000
-5229.1362400   0.0425000
-5141.0021807   0.0435000
-5090.7642440   0.0445000
-5086.0027021   0.0455000
-5070.0947734   0.0465000
-4909.4275325   0.0475000
-4896.1450075   0.0485000
-4885.9233326   0.0495000
-4884.3807864   0.0505000
-4787.3032216   0.0515000
-4730.9031680   0.0525000
-4637.2367337   0.0535000
-4558.3171175   0.0545000
-4525.7134142   0.0555000
-4400.0929295   0.0565000
-4352.9720297   0.0575000
-4341.4711215   0.0585000
-4312.0090080   0.0595000
-3974.6230088   0.0605000
-3943.6083695   0.0615000
-3902.4358927   0.0625000
-3843.7699835   0.0635000
-3683.8403047   0.0645000
-3670.6186866   0.0655000
-3521.3217682   0.0665000
-3486.3711611   0.0675000
-3356.7843144   0.0685000
-3049.3030338   0.0695000
-2908.5512032   0.0705000
-2898.2993151   0.0715000
-2868.0915188   0.0725000
-2812.2089466   0.0735000
-2812.1224716   0.0745000
-2794.2918680   0.0755000
-2785.1335919   0.0765000
-2744.6638158   0.0775000
-2719.6235703   0.0785000
-2712.5614026   0.0795000
-2644.9872851   0.0805000
-2641.2510525   0.0815000
-2555.1729577   0.0825000
-2527.8889065   0.0835000
-2452.3645441   0.0845000
-2419.6658147   0.0855000
-2354.9831617   0.0865000
-2319.4860547   0.0875000
-2315.9316267   0.0885000
-2266.1355073   0.0895000
-2261.7681778   0.0905000
-2170.7787037   0.0915000
-2162.9098078   0.0925000
-2106.0788068   0.0935000
-2100.8905102   0.0945000
-2057.2470916   0.0955000
-2051.1251212   0.0965000
-2028.9310755   0.0975000
-1971.3562988   0.0985000
-1930.7095134   0.0995000
-1907.0913101   0.1005000
-1869.9799056   0.1015000
-1859.7955556   0.1025000
-1833.1584734   0.1035000
-1818.0943973   0.1045000
-1753.6052408   0.1055000
-1734.5811315   0.1065000
-1728.5528722   0.1075000
-1604.7775488   0.1085000
-1563.6011747   0.1095000
-1511.7209116   0.1105000
-1465.6550642   0.1115000
-1426.9187595   0.1125000
-1392.0248906   0.1135000
-1343.0557492   0.1145000
-1338.0600608   0.1155000
-1322.9903154   0.1165000
-1289.6180234   0.1175000
-1272.7565478   0.1185000
-1207.1316099   0.1195000
-1146.2346467   0.1205000
-1102.4478797   0.1215000
-1099.1410661   0.1225000
-1083.4666961   0.1235000
-1018.5153845   0.1245000
-901.9468278   0.1255000
-885.4956854   0.1265000
-876.9517982   0.1275000
-838.1090162   0.1285000
-752.1953599   0.1295000
-743.8673236   0.1305000
-612.1505405   0.1315000
-572.4711768   0.1325000
-470.2553475   0.1335000
-278.6599750   0.1345000
-217.6574924   0.1355000
-189.4025680   0.1365000
-127.8004742   0.1375000
 -89.3841739   0.1385000
  -4.0667661   0.1395000
  17.7524423   0.1405000
  66.2203952   0.1415000
 226.8251933   0.1425000
 267.8702416   0.1435000
 277.9100607   0.1445000
 353.2806498   0.1455000
 386.5054881   0.1465000
 387.0398477   0.1475000
 429.9135135   0.1485000
 434.0989582   0.1495000
 485.3310136   0.1505000
 495.5217180   0.1515000
 513.0321862   0.1525000
 526.4333927   0.1535000
 581.1128802   0.1545000
 708.2519405   0.1555000
 762.1293208   0.1565000
 812.0726764   0.1575000
 861.9223614   0.1585000
 875.1316778   0.1595000
 999.8744287   0.1605000
1078.0831973   0.1615000
1108.1917478   0.1625000
1154.0607261   0.1635000
1191.6350440   0.1645000
1261.8465597   0.1655000
1404.3559836   0.1665000
1415.7599928   0.1675000
1439.8411912   0.1685000
1515.8284316   0.1695000
1525.3481298   0.1705000
1554.9341269   0.1715000
1577.6783149   0.1725000
1580.2593027   0.1735000
1588.0438528   0.1745000
1589.3393515   0.1755000
1659.1814620   0.1765000
1686.5769390   0.1775000
1729.5373903   0.1785000
1764.0196048   0.1795000
1864.3024247   0.1805000
1872.5416838   0.1815000
1900.3858945   0.1825000
1915.8336017   0.1835000
1917.2231559   0.1845000
1926.1220701   0.1855000
1926.7913810   0.1865000
1927.3574123   0.1875000
1949.8353700   0.1885000
1959.0415413   0.1895000
1979.2462578   0.1905000
2000.3670607   0.1915000
2037.8039209   0.1925000
2046.6983143   0.1935000
2083.2656029   0.1945000
2158.3708943   0.1955000
2199.0544000   0.1965000
2250.5264437   0.1975000
2337.7160952   0.1985000
2360.0035265   0.1995000
2399.7691965   0.2005000
2426.2177473   0.2015000
2430.6086537   0.2025000
2479.7749621   0.2035000
2506.9807306   0.2045000
2518.1591166   0.2055000
2528.8179545   0.2065000
2593.7734773   0.2075000
2594.9822631   0.2085000
2596.2401558   0.2095000
2609.6444247   0.2105000
2641.6505649   0.2115000
2674.4453300   0.2125000
2690.3570786   0.2135000
2742.1356058   0.2145000
2753.4008108   0.2155000
2835.9201036   0.2165000
2843.0560957   0.2175000
2853.1952808   0.2185000
2864.0316440   0.2195000
2973.5621385   0.2205000
2978.3144481   0.2215000
3008.6982149   0.2225000
3035.3983044   0.2235000
3053.8616611   0.2245000
3071.5096276   0.2255000
3087.9971509   0.2265000
3125.6221373   0.2275000
3132.0206072   0.2285000
3154.3687300   0.2295000
3172.8804585   0.2305000
3180.7586960   0.2315000
3198.6147883   0.2325000
3223.0329219   0.2335000
3257.4932145   0.2345000
3270.4449218   0.2355000
3273.8303504   0.2365000
3312.4430352   0.2375000
3315.1544158   0.2385000
3356.5627233   0.2395000
3395.1612582   0.2405000
3434.1932070   0.2415000
3441.4323391   0.2425000
3458.8658407   0.2435000
3504.8751012   0.2445000
3699.1935376   0.2455000
3705.9707440   0.2465000
3906.8920656   0.2475000
3918.4451866   0.2485000
3943.6311850   0.2495000
3946.0704479   0.2505000
3970.6101406   0.2515000
4034.2111872   0.2525000
4072.0833066   0.2535000
4073.4545936   0.2545000
4077.0914999   0.2555000
4149.3816823   0.2565000
4195.3700627   0.2575000
4195.7930227   0.2585000
4278.8334789   0.2595000
4292.3732629   0.2605000
4387.1739156   0.2615000
4405.6923326   0.2625000
4426.9682972   0.2635000
4450.5367013   0.2645000
4490.1355392   0.2655000
4497.1719994   0.2665000
4514.1354145   0.2675000
4541.0981735   0.2685000
4647.4676409   0.2695000
4659.2460322   0.2705000
4716.0590482   0.2715000
4730.2667127   0.2725000
4750.5415522   0.2735000
4857.4587403   0.2745000
4877.8968738   0.2755000
4943.8132943   0.2765000
4967.6779978   0.2775000
4987.9029388   0.2785000
4997.2737487   0.2795000
5009.2685624   0.2805000
