# Miller Index 100 200 300
-15833.7371970   0.0000500
-15616.2943099   0.0001500
-15164.2439764   0.0002500
-15119.0620783   0.0003500
-15015.1166822   0.0004500
-14155.8021643   0.0005500
-14036.3837340   0.0006500
-13378.7924992   0.0007500
-13201.9302832   0.0008500
-13111.5511851   0.0009500
-12505.4834242   0.0010500
-12441.2250874   0.0011500
-12152.1363678   0.0012500
-12047.6535583   0.0013500
-11944.5775903   0.0014500
-11942.8414847   0.0015500
-11916.5576700   0.0016500
-11877.8884925   0.0017500
-11807.6541283   0.0018500
-11556.0847905   0.0019500
-11366.2227696   0.0020500
-11250.8786197   0.0021500
-11144.6809916   0.0022500
-11040.3688216   0.0023500
-11036.7730039   0.0024500
-11010.4731156   0.0025500
-11010.1879879   0.0026500
-10994.5393770   0.0027500
-10939.3290339   0.0028500
-10868.4205902   0.0029500
-10845.0005528   0.0030500
-10819.0376140   0.0031500
-10806.9081161   0.0032500
-10568.4352663   0.0033500
-10538.9069729   0.0034500
-10537.0322049   0.0035500
-10509.1244653   0.0036500
-10505.1683262   0.0037500
-10459.7635069   0.0038500
-10456.3077705   0.0039500
-10424.7941718   0.0040500
-10419.9742778   0.0041500
-10397.0972731   0.0042500
-10386.8600390   0.0043500
-10379.1957527   0.0044500
-10326.4548742   0.0045500
-10263.6107176   0.0046500
-10248.8723339   0.0047500
-10208.3000707   0.0048500
-10110.9492444   0.0049500
-10100.1120846   0.0050500
-10052.5029064   0.0051500
-10034.9864020   0.0052500
-9988.5680475   0.0053500
-9970.0460948   0.0054500
-9946.0421454   0.0055500
-9656.4285296   0.0056500
-9607.3605850   0.0057500
-9588.6412695   0.0058500
-9565.2286571   0.0059500
-9557.2900037   0.0060500
-9551.6585897   0.0061500
-9544.1073477   0.0062500
-9482.9823102   0.0063500
-9464.6753520   0.0064500
-9461.0515882   0.0065500
-9434.6801850   0.0066500
-9403.5230319   0.0067500
-9379.0447936   0.0068500
-9378.7304584   0.0069500
-9360.9111818   0.0070500
-9349.0848569   0.0071500
-9271.8233851   0.0072500
-9192.5545332   0.0073500
-9190.1151896   0.0074500
-9184.4549890   0.0075500
-9181.4949464   0.0076500
-9168.7873024   0.0077500
-9134.7494600   0.0078500
-9071.6454649   0.0079500
-9048.0561162   0.0080500
-9040.0382623   0.0081500
-9025.6143501   0.0082500
-9007.4981157   0.0083500
-8976.6278479   0.0084500
-8967.9646816   0.0085500
-8962.6427335   0.0086500
-8960.7117570   0.0087500
-8946.8463574   0.0088500
-8937.1432677   0.0089500
-8891.7580263   0.0090500
